2022-06-30 10:53:53,769 INFO 108
2022-06-30 10:53:53,779 INFO 106
2022-06-30 10:53:53,779 INFO 106
2022-06-30 10:55:03,642 INFO 108
2022-06-30 10:55:24,225 INFO 106
2022-06-30 10:55:24,225 INFO 106
2022-06-30 11:08:13,141 INFO 107
2022-06-30 11:08:13,142 INFO 107
2022-06-30 11:08:13,142 INFO 107
2022-06-30 11:12:15,903 INFO 107
2022-06-30 11:12:15,906 INFO 107
2022-06-30 11:12:15,906 INFO 107
2022-06-30 11:13:18,186 INFO 107
2022-06-30 11:13:18,187 INFO 107
2022-06-30 11:13:18,187 INFO 107
2022-06-30 11:26:10,320 INFO 107
2022-06-30 11:26:10,321 INFO 107
2022-06-30 11:26:10,321 INFO 107
2022-06-30 11:32:44,862 INFO 105
2022-06-30 11:32:44,864 INFO 106
2022-06-30 11:32:44,864 INFO 106
2022-06-30 11:34:19,408 INFO 107
2022-06-30 11:34:19,409 INFO 107
2022-06-30 11:34:19,409 INFO 107
2022-06-30 11:41:51,286 INFO 107
2022-06-30 11:41:51,287 INFO 107
2022-06-30 11:41:51,287 INFO 107
